Person,Vote
7648,0
7649,0
7650,1
7651,1
7652,1
7653,0
7654,1
7655,0
7656,1
7657,0
7658,1
7659,1
7660,0
7661,1
7662,1
7663,1
7664,1
7665,1
7666,1
7667,0
7668,0
7669,0
7670,1
7671,0
7672,0
7673,0
7674,0
7675,0
7676,1
7677,0
7678,0
7679,1
7680,0
7681,0
7682,1
7683,0
7684,0
7685,1
7686,1
7687,0
7688,0
7689,0
7690,0
7691,1
7692,1
7693,1
7694,1
7695,0
7696,1
7697,0
7698,1
7699,0
7700,1
7701,0
7702,1
7703,1
7704,0
7705,1
7706,0
7707,1
7708,0
7709,0
7710,1
7711,0
7712,0
7713,1
7714,1
7715,0
7716,0
7717,1
7718,0
7719,0
7720,1
7721,1
7722,1
7723,1
7724,1
7725,0
7726,1
7727,0
7728,1
7729,0
7730,0
7731,1
7732,1
7733,0
7734,1
7735,0
7736,0
7737,1
7738,1
7739,1
7740,0
7741,1
7742,0
7743,0
7744,1
7745,1
7746,1
7747,1
7748,1
7749,1
7750,1
7751,1
7752,1
7753,1
7754,0
7755,1
7756,0
7757,1
7758,1
7759,1
7760,0
7761,1
7762,0
7763,0
7764,1
7765,0
7766,1
7767,1
7768,1
7769,1
7770,0
7771,1
7772,0
7773,1
7774,0
7775,0
7776,1
7777,0
7778,1
7779,0
7780,0
7781,1
7782,1
7783,1
7784,1
7785,0
7786,1
7787,1
7788,0
7789,1
7790,1
7791,0
7792,1
7793,1
7794,1
7795,0
7796,1
7797,1
7798,1
7799,0
7800,0
7801,0
7802,0
7803,0
7804,0
7805,0
7806,0
7807,1
7808,1
7809,1
7810,1
7811,0
7812,1
7813,1
7814,1
7815,1
7816,0
7817,0
7818,1
7819,0
7820,0
7821,1
7822,0
7823,1
7824,0
7825,1
7826,0
7827,1
7828,0
7829,1
7830,1
7831,1
7832,0
7833,1
7834,1
7835,1
7836,0
7837,1
7838,1
7839,1
7840,0
7841,0
7842,0
7843,0
7844,1
7845,0
7846,1
7847,0
7848,1
7849,1
7850,1
7851,1
7852,0
7853,1
7854,0
7855,0
7856,0
7857,1
7858,0
7859,1
7860,0
7861,0
7862,0
7863,0
7864,0
7865,1
7866,1
7867,1
7868,0
7869,0
7870,1
7871,1
7872,1
7873,0
7874,0
7875,1
7876,1
7877,0
7878,0
7879,0
7880,0
7881,0
7882,0
7883,0
7884,0
7885,1
7886,0
7887,0
7888,0
7889,1
7890,1
7891,0
7892,0
7893,1
7894,1
7895,1
7896,1
7897,0
7898,0
7899,1
7900,0
7901,1
7902,1
7903,1
7904,1
7905,0
7906,0
7907,1
7908,1
7909,0
7910,0
7911,1
7912,0
7913,1
7914,0
7915,1
7916,0
7917,0
7918,1
7919,1
7920,0
7921,1
7922,0
7923,1
7924,0
7925,1
7926,1
7927,0
7928,0
7929,1
7930,0
7931,1
7932,0
7933,1
7934,0
7935,0
7936,0
7937,0
7938,1
7939,1
7940,1
7941,1
7942,1
7943,0
7944,0
7945,0
7946,1
7947,1
7948,0
7949,1
7950,1
7951,1
7952,1
7953,0
7954,1
7955,1
7956,0
7957,1
7958,0
7959,1
7960,0
7961,1
7962,1
7963,0
7964,1
7965,0
7966,0
7967,1
7968,1
7969,0
7970,1
7971,0
7972,1
7973,1
7974,1
7975,0
7976,1
7977,0
7978,0
7979,0
7980,1
7981,1
7982,0
7983,0
7984,1
7985,1
7986,1
7987,0
7988,1
7989,1
7990,1
7991,1
7992,0
7993,0
7994,0
7995,1
7996,0
7997,1
7998,1
7999,1
8000,0
8001,0
8002,1
8003,0
8004,0
8005,1
8006,0
8007,1
8008,0
8009,1
8010,1
8011,0
8012,1
8013,1
8014,1
8015,0
8016,1
8017,0
8018,1
8019,0
8020,1
8021,1
8022,1
8023,0
8024,0
8025,0
8026,0
8027,1
8028,1
8029,0
8030,0
8031,1
8032,1
8033,0
8034,1
8035,0
8036,0
8037,0
8038,1
8039,1
8040,1
8041,0
8042,0
8043,0
8044,1
8045,0
8046,0
8047,1
8048,0
8049,1
8050,0
8051,1
8052,1
8053,1
8054,0
8055,1
8056,0
8057,0
8058,0
8059,1
8060,0
8061,1
8062,1
8063,0
8064,1
8065,1
8066,1
8067,1
8068,1
8069,0
8070,0
8071,1
8072,0
8073,1
8074,1
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,1
8082,1
8083,0
8084,1
8085,1
8086,0
8087,0
8088,0
8089,0
8090,1
8091,0
8092,1
8093,0
8094,1
8095,1
8096,1
8097,0
8098,0
8099,0
8100,1
8101,1
8102,1
8103,1
8104,0
8105,1
8106,0
8107,1
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,1
8115,1
8116,1
8117,1
8118,0
8119,1
8120,0
8121,0
8122,1
8123,0
8124,1
8125,0
8126,1
8127,0
8128,1
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,1
8136,1
8137,0
8138,1
8139,1
8140,1
8141,0
8142,0
8143,0
8144,0
8145,0
8146,0
8147,1
8148,0
8149,0
8150,0
8151,1
8152,1
8153,0
8154,0
8155,0
8156,0
8157,0
8158,1
8159,1
8160,1
8161,0
8162,0
8163,1
8164,1
8165,1
8166,1
8167,0
8168,0
8169,0
8170,1
8171,0
8172,1
8173,0
8174,1
8175,0
8176,0
8177,1
8178,0
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8185,1
8186,0
8187,1
8188,0
8189,1
8190,0
8191,1
8192,1
8193,0
8194,0
8195,0
8196,1
8197,1
8198,1
8199,1
8200,0
8201,1
8202,0
8203,1
8204,0
8205,0
8206,0
8207,0
8208,1
8209,0
8210,0
8211,1
8212,1
8213,1
8214,1
8215,0
8216,1
8217,1
8218,1
8219,0
8220,1
8221,0
8222,0
8223,0
8224,0
8225,0
8226,1
8227,0
8228,0
8229,1
8230,0
8231,0
8232,0
8233,1
8234,1
8235,1
8236,1
8237,1
8238,1
8239,1
8240,0
8241,1
8242,1
8243,0
8244,1
8245,1
8246,1
8247,1
8248,0
8249,0
8250,0
8251,0
8252,0
8253,1
8254,1
8255,0
8256,0
8257,0
8258,1
8259,1
8260,1
8261,0
8262,0
8263,0
8264,0
8265,1
8266,1
8267,0
8268,0
8269,1
8270,0
8271,1
8272,1
8273,0
8274,0
8275,0
8276,0
8277,1
8278,0
8279,0
8280,0
8281,0
8282,1
8283,1
8284,1
8285,0
8286,0
8287,1
8288,1
8289,1
8290,1
8291,1
8292,0
8293,0
8294,1
8295,1
8296,0
8297,0
8298,0
8299,0
8300,1
8301,0
8302,1
8303,1
8304,0
8305,1
8306,0
8307,0
8308,1
8309,0
8310,1
8311,1
8312,0
8313,0
8314,1
8315,0
8316,0
8317,1
8318,0
8319,0
8320,0
8321,1
8322,1
8323,1
8324,0
8325,0
8326,1
8327,1
8328,0
8329,0
8330,1
8331,1
8332,1
8333,1
8334,1
8335,1
8336,0
8337,1
8338,0
8339,0
8340,1
8341,0
8342,1
8343,1
8344,0
8345,0
8346,0
8347,1
8348,1
8349,0
8350,1
8351,1
8352,1
8353,0
8354,0
8355,0
8356,0
8357,0
8358,1
8359,1
8360,0
8361,0
8362,1
8363,0
8364,1
8365,0
8366,0
8367,0
8368,1
8369,0
8370,0
8371,0
8372,0
8373,0
8374,1
8375,1
8376,0
8377,1
8378,1
8379,0
8380,1
8381,0
8382,1
8383,0
8384,1
8385,0
8386,0
8387,1
8388,0
8389,0
8390,0
8391,0
8392,0
8393,1
8394,0
8395,1
8396,0
8397,0
8398,1
8399,1
8400,1
8401,1
8402,0
8403,1
8404,1
8405,0
8406,1
8407,1
8408,1
8409,0
8410,0
8411,0
8412,0
8413,0
8414,0
8415,1
8416,0
8417,0
8418,0
8419,1
8420,1
8421,1
8422,0
8423,0
8424,1
8425,1
8426,1
8427,0
8428,1
8429,1
8430,1
8431,1
8432,0
8433,0
8434,1
8435,1
8436,0
8437,1
8438,0
8439,0
8440,0
8441,1
8442,1
8443,1
8444,0
8445,0
8446,1
8447,1
8448,1
8449,1
8450,0
8451,0
8452,0
8453,1
8454,1
8455,0
8456,0
8457,1
8458,0
8459,1
8460,0
8461,1
8462,1
8463,0
8464,1
8465,1
8466,0
8467,0
8468,1
8469,1
8470,0
8471,1
8472,1
8473,0
8474,0
8475,1
8476,1
8477,0
8478,1
8479,0
8480,0
8481,1
8482,0
8483,0
8484,0
8485,1
8486,0
8487,1
8488,1
8489,0
8490,0
8491,0
8492,1
8493,1
8494,1
8495,0
8496,0
8497,0
8498,1
8499,0
8500,1
8501,1
8502,1
8503,0
8504,1
8505,1
8506,0
8507,0
8508,1
8509,1
8510,0
8511,1
8512,1
8513,0
8514,0
8515,0
8516,1
8517,0
8518,1
8519,1
8520,0
8521,0
8522,1
8523,0
8524,0
8525,1
8526,1
8527,0
8528,1
8529,0
8530,1
8531,0
8532,0
8533,1
8534,1
8535,1
8536,0
8537,1
8538,0
8539,1
8540,0
8541,1
8542,0
8543,0
8544,0
8545,1
8546,0
8547,0
8548,1
8549,0
8550,0
8551,1
8552,0
8553,1
8554,1
8555,0
8556,0
8557,1
8558,0
8559,1
8560,1
8561,0
8562,0
8563,1
8564,0
8565,0
8566,0
8567,1
8568,0
8569,0
8570,1
8571,1
8572,1
8573,0
8574,0
8575,0
8576,0
8577,1
8578,1
8579,0
8580,0
8581,1
8582,0
8583,1
8584,0
8585,1
8586,0
8587,1
8588,1
8589,1
8590,0
8591,1
8592,0
8593,1
8594,1
8595,0
8596,0
8597,1
8598,1
8599,1
8600,0
8601,1
8602,0
8603,1
8604,1
8605,1
8606,0
8607,1
8608,0
8609,0
8610,1
8611,0
8612,0
8613,1
8614,1
8615,0
8616,0
8617,0
8618,1
8619,0
8620,0
8621,1
8622,1
8623,0
8624,0
8625,1
8626,1
8627,0
8628,0
8629,0
8630,1
8631,0
8632,1
8633,0
8634,1
8635,0
8636,0
8637,1
8638,0
8639,0
8640,0
8641,1
8642,0
8643,1
8644,0
8645,0
8646,1
8647,1
8648,0
8649,0
8650,0
8651,0
8652,1
8653,0
8654,0
8655,1
8656,1
8657,1
8658,1
8659,1
8660,1
8661,0
8662,1
8663,1
8664,1
8665,0
8666,1
8667,1
8668,1
8669,1
8670,0
8671,1
8672,0
8673,1
8674,1
8675,0
8676,0
8677,1
8678,1
8679,1
8680,1
8681,1
8682,1
8683,0
8684,1
8685,0
8686,0
8687,1
8688,1
8689,1
8690,0
8691,0
8692,0
8693,0
8694,0
8695,0
8696,1
8697,0
8698,1
8699,1
8700,0
8701,0
8702,0
8703,0
8704,0
8705,0
8706,0
8707,1
8708,1
8709,1
8710,0
8711,1
8712,1
8713,0
8714,0
8715,0
8716,1
8717,1
8718,1
8719,1
8720,1
8721,0
8722,1
8723,1
8724,1
8725,1
8726,0
8727,1
8728,1
8729,1
8730,0
8731,0
8732,1
8733,0
8734,0
8735,1
8736,1
8737,0
8738,0
8739,0
8740,1
8741,1
8742,1
8743,0
8744,1
8745,0
8746,0
8747,0
8748,0
8749,1
8750,1
8751,0
8752,1
8753,1
8754,1
8755,0
8756,0
8757,0
8758,1
8759,1
8760,1
8761,1
8762,1
8763,1
8764,1
8765,0
8766,1
8767,0
8768,0
8769,1
8770,1
8771,0
8772,0
8773,0
8774,1
8775,1
8776,1
8777,0
8778,1
8779,1
8780,0
8781,1
8782,0
8783,0
8784,1
8785,1
8786,0
8787,0
8788,1
8789,0
8790,0
8791,1
8792,1
8793,1
8794,0
8795,1
8796,1
8797,1
8798,0
8799,1
8800,0
8801,1
8802,0
8803,1
8804,0
8805,0
8806,0
8807,0
8808,1
8809,1
8810,1
8811,0
8812,0
8813,1
8814,0
8815,1
8816,1
8817,0
8818,0
8819,1
8820,0
8821,0
8822,0
8823,1
8824,0
8825,0
8826,0
8827,1
8828,1
8829,1
8830,0
8831,1
8832,0
8833,0
8834,0
8835,1
8836,0
8837,1
8838,0
8839,0
8840,0
8841,1
8842,0
8843,1
8844,0
8845,0
8846,0
8847,1
8848,0
8849,1
8850,1
8851,0
8852,1
8853,1
8854,0
8855,1
8856,0
8857,1
8858,1
8859,0
8860,0
8861,0
8862,0
8863,1
8864,0
8865,1
8866,1
8867,0
8868,1
8869,0
8870,1
8871,0
8872,0
8873,0
8874,1
8875,1
8876,0
8877,0
8878,0
8879,0
8880,1
8881,0
8882,0
8883,1
8884,1
8885,1
8886,1
8887,1
8888,1
8889,1
8890,1
8891,1
8892,0
8893,0
8894,0
8895,0
8896,1
8897,1
8898,1
8899,1
8900,1
8901,0
8902,0
8903,1
8904,0
8905,0
8906,1
8907,0
8908,1
8909,0
8910,1
8911,1
8912,1
8913,1
8914,1
8915,0
8916,0
8917,0
8918,1
8919,1
8920,1
8921,1
8922,0
8923,1
8924,1
8925,0
8926,0
8927,0
8928,0
8929,1
8930,1
8931,1
8932,1
8933,1
8934,0
8935,0
8936,0
8937,1
8938,1
8939,0
8940,1
8941,1
8942,1
8943,1
8944,0
8945,1
8946,1
8947,1
8948,0
8949,1
8950,0
8951,1
8952,0
8953,0
8954,1
8955,1
8956,1
8957,0
8958,0
8959,1
8960,0
8961,1
8962,1
8963,1
8964,0
8965,0
8966,1
8967,0
8968,0
8969,0
8970,1
8971,0
8972,1
8973,0
8974,0
8975,0
8976,0
8977,0
8978,1
8979,1
8980,0
8981,0
8982,0
8983,0
8984,0
8985,0
8986,1
8987,0
8988,0
8989,0
8990,1
8991,0
8992,1
8993,1
8994,1
8995,1
8996,1
8997,0
8998,0
8999,0
9000,0
9001,0
9002,0
9003,1
9004,0
9005,1
9006,1
9007,0
9008,1
9009,1
9010,1
9011,1
9012,0
9013,1
9014,0
9015,0
9016,0
9017,0
9018,0
9019,1
9020,0
9021,1
9022,0
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,0
9030,1
9031,0
9032,0
9033,0
9034,1
9035,1
9036,0
9037,1
9038,0
9039,0
9040,0
9041,1
9042,0
9043,0
9044,0
9045,0
9046,1
9047,0
9048,0
9049,0
9050,1
9051,0
9052,0
9053,0
9054,1
9055,1
9056,1
9057,0
9058,0
9059,1
9060,1
9061,1
9062,1
9063,0
9064,1
9065,0
9066,1
9067,0
9068,1
9069,1
9070,0
9071,0
9072,0
9073,0
9074,0
9075,0
9076,1
9077,0
9078,0
9079,1
9080,1
9081,1
9082,1
9083,0
9084,0
9085,1
9086,1
9087,1
9088,0
9089,1
9090,0
9091,0
9092,0
9093,0
9094,1
9095,0
9096,1
9097,0
9098,1
9099,0
9100,1
9101,0
9102,0
9103,0
9104,1
9105,1
9106,1
9107,0
9108,1
9109,0
9110,1
9111,1
9112,1
9113,0
9114,0
9115,1
9116,0
9117,0
9118,1
9119,1
9120,0
9121,1
9122,1
9123,0
9124,0
9125,1
9126,0
9127,0
9128,1
9129,1
9130,0
9131,0
9132,1
9133,1
9134,1
9135,0
9136,1
9137,0
9138,0
9139,0
9140,0
9141,0
9142,0
9143,0
9144,1
9145,1
9146,1
9147,1
9148,1
9149,1
9150,0
9151,0
9152,0
9153,1
9154,1
9155,1
9156,1
9157,0
9158,1
9159,1
9160,0
9161,0
9162,1
9163,1
9164,1
9165,0
9166,1
9167,0
9168,0
9169,1
9170,0
9171,0
9172,0
9173,1
9174,1
9175,0
9176,0
9177,0
9178,0
9179,1
9180,0
9181,1
9182,1
9183,0
9184,1
9185,1
9186,1
9187,1
9188,0
9189,0
9190,0
9191,0
9192,1
9193,0
9194,0
9195,0
9196,1
9197,1
9198,1
9199,1
9200,0
9201,1
9202,0
9203,0
9204,0
9205,1
9206,0
9207,1
9208,0
9209,0
9210,1
9211,0
9212,1
9213,0
9214,0
9215,1
9216,1
9217,1
9218,0
9219,0
9220,0
9221,0
9222,1
9223,0
9224,1
9225,0
9226,1
9227,0
9228,1
9229,0
9230,1
9231,1
9232,0
9233,0
9234,0
9235,0
9236,0
9237,1
9238,1
9239,0
9240,0
9241,0
9242,1
9243,1
9244,1
9245,1
9246,0
9247,1
9248,0
9249,0
9250,1
9251,1
9252,0
9253,0
9254,0
9255,1
9256,1
9257,1
9258,1
9259,1
9260,0
9261,0
9262,1
9263,1
9264,1
9265,0
9266,1
9267,1
9268,1
9269,0
9270,0
9271,1
9272,1
9273,1
9274,0
9275,0
9276,0
9277,0
9278,1
9279,1
9280,1
9281,0
9282,1
9283,1
9284,0
9285,1
9286,0
9287,0
9288,1
9289,0
9290,1
9291,0
9292,1
9293,0
9294,1
9295,0
9296,1
9297,0
9298,0
9299,1
9300,0
9301,1
9302,1
9303,1
9304,0
9305,1
9306,0
9307,0
9308,1
9309,0
9310,0
9311,0
9312,1
9313,0
9314,1
9315,1
9316,1
9317,0
9318,0
9319,0
9320,0
9321,1
9322,0
9323,1
9324,0
9325,0
9326,0
9327,0
9328,1
9329,1
9330,1
9331,1
9332,1
9333,1
9334,1
9335,1
9336,1
9337,1
9338,1
9339,0
9340,1
9341,1
9342,1
9343,0
9344,0
9345,0
9346,1
9347,0
9348,0
9349,1
9350,0
9351,0
9352,1
9353,1
9354,0
9355,0
9356,0
9357,0
9358,1
9359,1
9360,0
9361,0
9362,1
9363,1
9364,0
9365,0
9366,0
9367,1
9368,1
9369,1
9370,0
9371,1
9372,0
9373,0
9374,1
9375,1
9376,0
9377,0
9378,0
9379,0
9380,0
9381,1
9382,1
9383,0
9384,0
9385,0
9386,0
9387,0
9388,1
9389,0
9390,1
9391,0
9392,1
9393,1
9394,1
9395,1
9396,1
9397,1
9398,1
9399,0
9400,1
9401,0
9402,1
9403,0
9404,0
9405,1
9406,0
9407,1
9408,0
9409,1
9410,0
9411,0
9412,1
9413,0
9414,0
9415,0
9416,0
9417,1
9418,1
9419,0
9420,1
9421,1
9422,0
9423,0
9424,0
9425,1
9426,1
9427,1
9428,1
9429,1
9430,1
9431,0
9432,0
9433,1
9434,1
9435,0
9436,0
9437,0
9438,0
9439,1
9440,0
9441,1
9442,0
9443,0
9444,1
9445,0
9446,0
9447,1
9448,1
9449,0
9450,1
9451,1
9452,1
9453,1
9454,1
9455,0
9456,0
9457,1
9458,1
9459,1
9460,0
9461,0
9462,0
9463,0
9464,0
9465,1
9466,0
9467,1
9468,1
9469,0
9470,0
9471,0
9472,1
9473,0
9474,0
9475,1
9476,0
9477,1
9478,1
9479,1
9480,1
9481,0
9482,1
9483,0
9484,1
9485,0
9486,1
9487,1
9488,0
9489,1
9490,0
9491,1
9492,0
9493,0
9494,0
9495,1
9496,1
9497,1
9498,0
9499,0
9500,1
9501,1
9502,0
9503,1
9504,1
9505,1
9506,0
9507,0
9508,1
9509,1
9510,0
9511,1
9512,0
9513,1
9514,1
9515,0
9516,0
9517,0
9518,0
9519,1
9520,0
9521,0
9522,1
9523,1
9524,1
9525,0
9526,1
9527,1
9528,0
9529,1
9530,0
9531,0
9532,1
9533,1
9534,0
9535,0
9536,1
9537,0
9538,1
9539,1
9540,0
9541,0
9542,1
9543,0
9544,1
9545,1
9546,1
9547,0
9548,1
9549,1
9550,0
9551,1
9552,1
9553,1
9554,0
9555,0
9556,1
9557,0
9558,1
9559,0
9560,1
9561,0
9562,1
9563,0
9564,1
9565,1
9566,0
9567,0
9568,0
9569,0
9570,0
9571,1
9572,0
9573,1
9574,1
9575,1
9576,1
9577,1
9578,1
9579,0
9580,0
9581,0
9582,1
9583,0
9584,1
9585,0
9586,0
9587,1
9588,0
9589,0
9590,1
9591,1
9592,0
9593,0
9594,1
9595,1
9596,0
9597,1
9598,0
9599,1
9600,0
9601,0
9602,1
9603,0
9604,1
9605,0
9606,0
9607,1
9608,1
9609,0
9610,1
9611,0
9612,0
9613,0
9614,0
9615,1
9616,1
9617,1
9618,0
9619,0
9620,0
9621,0
9622,1
9623,0
9624,0
9625,1
9626,0
9627,0
9628,1
9629,1
9630,0
9631,0
9632,1
9633,1
9634,1
9635,0
9636,1
9637,0
9638,0
9639,1
9640,1
9641,0
9642,0
9643,0
9644,0
9645,0
9646,0
9647,0
9648,0
9649,1
9650,1
9651,1
9652,1
9653,0
9654,1
9655,1
9656,0
9657,0
9658,1
9659,1
9660,1
9661,1
9662,1
9663,1
9664,1
9665,1
9666,0
9667,0
9668,0
9669,0
9670,0
9671,0
9672,0
9673,1
9674,1
9675,0
9676,1
9677,0
9678,0
9679,1
9680,1
9681,1
9682,1
9683,0
9684,0
9685,0
9686,0
9687,0
9688,0
9689,1
9690,0
9691,1
9692,1
9693,0
9694,1
9695,1
9696,0
9697,0
9698,1
9699,1
9700,1
9701,1
9702,0
9703,0
9704,0
9705,0
9706,0
9707,0
9708,0
9709,1
9710,1
9711,1
9712,0
9713,0
9714,1
9715,1
9716,0
9717,0
9718,1
9719,0
9720,0
9721,1
9722,1
9723,1
9724,0
9725,0
9726,0
9727,1
9728,1
9729,1
9730,1
9731,0
9732,1
9733,0
9734,1
9735,1
9736,1
9737,0
9738,0
9739,0
9740,1
9741,1
9742,1
9743,1
9744,0
9745,1
9746,1
9747,0
9748,1
9749,1
9750,0
9751,1
9752,1
9753,0
9754,1
9755,0
9756,0
9757,0
9758,0
9759,1
9760,1
9761,0
9762,1
9763,1
9764,0
9765,1
9766,0
9767,1
9768,1
9769,1
9770,1
9771,1
9772,0
9773,1
9774,0
9775,0
9776,1
9777,1
9778,0
9779,1
9780,1
9781,0
9782,0
9783,1
9784,0
9785,1
9786,1
9787,1
9788,1
9789,1
9790,0
9791,1
9792,1
9793,0
9794,1
9795,0
9796,1
9797,1
9798,0
9799,1
9800,1
9801,0
9802,1
9803,0
9804,0
9805,0
9806,1
9807,1
9808,0
9809,0
9810,1
9811,0
9812,0
9813,1
9814,1
9815,1
9816,1
9817,1
9818,1
9819,1
9820,1
9821,0
9822,0
9823,1
9824,0
9825,1
9826,1
9827,1
9828,1
9829,1
9830,0
9831,1
9832,0
9833,1
9834,1
9835,1
9836,1
9837,0
9838,0
9839,1
9840,1
9841,0
9842,0
9843,1
9844,1
9845,0
9846,0
9847,0
9848,0
9849,1
9850,0
9851,0
9852,0
9853,0
9854,1
9855,0
9856,0
9857,0
9858,1
9859,1
9860,0
9861,0
9862,0
9863,0
9864,1
9865,0
9866,1
9867,0
9868,0
9869,0
9870,0
9871,0
9872,0
9873,1
9874,0
9875,0
9876,0
9877,0
9878,1
9879,1
9880,0
9881,0
9882,1
9883,0
9884,1
9885,1
9886,1
9887,0
9888,1
9889,1
9890,0
9891,0
9892,1
9893,1
9894,1
9895,1
9896,1
9897,1
9898,0
9899,0
9900,0
9901,0
9902,0
9903,0
9904,1
9905,1
9906,0
9907,1
9908,1
9909,0
9910,0
9911,0
9912,1
9913,0
9914,0
9915,1
9916,0
9917,0
9918,0
9919,1
9920,0
9921,0
9922,0
9923,0
9924,1
9925,1
9926,0
9927,0
9928,1
9929,1
9930,0
9931,0
9932,1
9933,0
9934,0
9935,0
9936,0
9937,1
9938,0
9939,1
9940,0
9941,1
9942,0
9943,1
9944,1
9945,0
9946,1
9947,0
9948,0
9949,1
9950,1
9951,1
9952,1
9953,1
9954,0
9955,1
9956,1
9957,0
9958,0
9959,1
9960,1
9961,0
9962,0
9963,1
9964,0
9965,1
9966,1
9967,1
9968,1
9969,0
9970,1
9971,1
9972,0
9973,1
9974,1
9975,0
9976,1
9977,0
9978,1
9979,1
9980,1
9981,0
9982,1
9983,0
9984,1
9985,1
9986,0
9987,1
9988,0
9989,0
9990,0
9991,1
9992,1
9993,1
9994,1
9995,0
9996,0
9997,1
9998,0
9999,0
10000,0
10001,0
10002,0
10003,0
10004,1
10005,0
10006,1
10007,1
10008,0
10009,1
10010,1
10011,0
10012,1
10013,0
10014,0
10015,1
10016,0
10017,1
10018,0
10019,0
10020,1
10021,1
10022,0
10023,0
10024,0
10025,1
10026,1
10027,1
10028,0
10029,1
10030,0
10031,0
10032,0
10033,0
10034,1
10035,1
10036,1
10037,1
10038,0
10039,1
10040,1
10041,0
10042,1
10043,0
10044,0
10045,1
10046,0
10047,1
10048,0
10049,1
10050,1
10051,1
10052,1
10053,0
10054,0
10055,1
10056,0
10057,1
10058,0
10059,0
10060,1
10061,0
10062,1
10063,1
10064,1
10065,0
10066,0
10067,0
10068,0
10069,0
10070,0
10071,0
10072,0
10073,1
10074,1
10075,0
10076,1
10077,1
10078,0
10079,1
10080,0
10081,0
10082,0
10083,1
10084,1
10085,1
10086,1
10087,0
10088,1
10089,1
10090,1
10091,0
10092,1
10093,1
10094,0
10095,1
10096,0
10097,0
10098,1
10099,1
10100,1
10101,0
10102,0
10103,1
10104,0
10105,1
10106,1
10107,1
10108,0
10109,0
10110,0
10111,0
10112,1
10113,0
10114,1
10115,1
10116,1
10117,0
10118,1
10119,0
10120,1
10121,1
10122,0
10123,0
10124,1
10125,1
10126,0
10127,0
10128,0
10129,1
10130,0
10131,1
10132,1
10133,1
10134,1
10135,1
10136,0
10137,0
10138,0
10139,0
10140,1
10141,0
10142,1
10143,1
10144,1
10145,0
10146,1
10147,0
10148,0
10149,1
10150,0
10151,1
10152,0
10153,0
10154,1
10155,0
10156,0
10157,1
10158,0
10159,0
10160,1
10161,0
10162,1
10163,0
10164,0
10165,1
10166,1
10167,1
10168,1
10169,0
10170,0
10171,1
10172,1
10173,1
10174,1
10175,1
10176,1
10177,1
10178,0
10179,1
10180,1
10181,0
10182,1
10183,1
10184,0
10185,1
10186,1
10187,0
10188,0
10189,0
10190,1
10191,1
10192,1
10193,1
10194,1
10195,0
10196,1
10197,0
10198,1
10199,1
10200,0
10201,1
10202,0
10203,0
10204,0
10205,0
10206,0
10207,1
10208,1
10209,1
10210,1
10211,1
10212,0
10213,1
10214,1
10215,0
10216,1
10217,0
10218,1
10219,0
10220,1
10221,0
10222,1
10223,0
10224,0
10225,0
10226,0
10227,0
10228,1
10229,0
10230,0
10231,1
10232,1
10233,1
10234,0
10235,1
10236,0
10237,0
10238,1
10239,1
10240,1
10241,1
10242,1
10243,0
10244,1
10245,0
10246,1
10247,0
10248,1
10249,1
10250,1
10251,1
10252,1
10253,1
10254,0
10255,0
10256,1
10257,0
10258,1
10259,0
10260,1
10261,1
10262,1
10263,1
10264,0
10265,1
10266,1
10267,1
10268,1
10269,0
10270,1
10271,0
10272,1
10273,1
10274,1
10275,1
10276,0
10277,1
10278,0
10279,0
10280,1
10281,1
10282,0
10283,1
10284,0
10285,1
10286,1
10287,1
10288,1
10289,0
10290,0
10291,1
10292,1
10293,1
10294,1
10295,1
10296,0
10297,1
10298,0
10299,0
10300,1
10301,0
10302,1
10303,0
10304,1
10305,1
10306,1
10307,0
10308,1
10309,1
10310,0
10311,0
10312,0
10313,0
10314,0
10315,1
10316,0
10317,0
10318,0
10319,0
10320,0
10321,0
10322,1
10323,0
10324,1
10325,1
10326,1
10327,1
10328,0
10329,1
10330,1
10331,0
10332,0
10333,0
10334,0
10335,0
10336,0
10337,0
10338,1
10339,1
10340,0
10341,1
10342,1
10343,0
10344,1
10345,1
10346,1
10347,0
10348,1
10349,1
10350,1
10351,0
10352,1
10353,0
10354,0
10355,0
10356,0
10357,0
10358,1
10359,0
10360,0
10361,0
10362,0
10363,0
10364,1
10365,0
10366,0
10367,1
10368,0
10369,1
10370,0
10371,1
10372,0
10373,0
10374,1
10375,0
10376,1
10377,0
10378,0
10379,1
10380,0
10381,0
10382,0
10383,0
10384,0
10385,0
10386,0
10387,1
10388,0
10389,0
10390,0
10391,1
10392,0
10393,1
10394,0
10395,0
10396,0
10397,1
10398,1
10399,0
10400,1
10401,0
10402,0
10403,0
10404,1
10405,0
10406,0
10407,1
10408,1
10409,1
10410,0
10411,0
10412,1
10413,0
10414,1
10415,1
10416,0
10417,1
10418,0
10419,1
10420,0
10421,1
10422,1
10423,0
10424,1
10425,0
10426,1
10427,1
10428,0
10429,0
10430,1
10431,0
10432,1
10433,0
10434,0
10435,0
10436,0
10437,1
10438,0
10439,0
10440,0
10441,0
10442,0
10443,0
10444,0
10445,1
